4185993	ExtremeDevelopers.CarArmageddon2012.lite	S5830玩不了	猴耗子	2012-03-02	1	0	360	
4185991	ExtremeDevelopers.CarArmageddon2012.lite	尼玛。不能玩的游戏，就别上传。擦	左翼zou	2012-04-01	1	0	360	
4185990	ExtremeDevelopers.CarArmageddon2012.lite	垃圾 根本不能玩	虐菜比.you	2012-04-21	1	0	360	
4185986	ExtremeDevelopers.CarArmageddon2012.lite	为什么说是无效的安装包啊	dfgery5496465	2012-05-18	1	0	360	
4185985	ExtremeDevelopers.CarArmageddon2012.lite	有一个小米NB啊 装什么 再装你妈死	联想玩游戏王	2012-05-19	1	0	360	
4185984	ExtremeDevelopers.CarArmageddon2012.lite	I-509能玩吗？	张铭远	2012-06-18	1	0	360	
4185979	ExtremeDevelopers.CarArmageddon2012.lite	晕死，大白天的碰见小米！	这是哪_我是谁	2012-12-04	1	0	360	
4185975	ExtremeDevelopers.CarArmageddon2012.lite	最讨厌小米 机器垃圾 还在这装B 以为自己很NB 其实什么都不是 ！垃圾	yi世诺言	2012-12-05	1	0	360	
4185976	ExtremeDevelopers.CarArmageddon2012.lite	一群傻B，这是让你评论好玩不好玩的。去尼玛没鸭梨，完美运行的。一个破B手机，在那装B啥，你们脑子里都特么是屎么。	那0段爱	2012-12-05	1	0	360	
4185963	ExtremeDevelopers.CarArmageddon2012.lite	联想旧乐phone悲催的路过	1512706986	2012-12-07	1	0	360	
4185969	ExtremeDevelopers.CarArmageddon2012.lite	垃圾游戏不好玩	Yy..1.Yy	2012-12-07	1	0	360	
4185933	ExtremeDevelopers.CarArmageddon2012.lite	完美你马勒戈壁	360U175673505	2012-12-15	1	0	360	
4185932	ExtremeDevelopers.CarArmageddon2012.lite	你们能不能说点实际的，就知道完美运行。。游戏好不哈啊	我来了la	2012-12-18	1	0	360	
4185928	ExtremeDevelopers.CarArmageddon2012.lite	安卓的怎么不能运行 我艹	一秒之间_2012	2012-12-26	1	0	360	
4185921	ExtremeDevelopers.CarArmageddon2012.lite	步步高点读机 完美运行。	梁柏琛	2013-01-15	1	0	360	
4185908	ExtremeDevelopers.CarArmageddon2012.lite	我勒个去去去。。。神马垃圾游戏 气的差点摔手机。。。。。	...淡..然...	2013-03-04	1	0	360	
